policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
143038,OH,500/1000,500,795.31,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,Yes,1,3,Unknown,40810.0,3710.0,7420.0,29680.0,Ford,F150,2000,Yes
979963,IN,100/300,500,982.22,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,Unknown,1,0,Unknown,75400.0,15080.0,7540.0,52780.0,Honda,CRV,2011,No
467841,IN,500/1000,500,1074.07,2015-01-28,Parked Car,Unknown,Minor Damage,Unknown,WV,Northbend,8492 Andromedia Ridge,8,1,No,2,0,Yes,4200.0,420.0,840.0,2940.0,Jeep,Wrangler,2013,No
219028,OH,100/300,1000,1311.3,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,Yes,0,0,Yes,52650.0,5850.0,5850.0,40950.0,Ford,F150,2001,Yes
130156,IL,250/500,2000,1277.12,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,Unknown,0,2,Yes,42240.0,7680.0,7680.0,26880.0,Chevrolet,Malibu,2007,No
762951,IN,500/1000,500,1388.62,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,Yes,1,0,Yes,59490.0,6610.0,6610.0,46270.0,Mercedes,ML350,1995,No
376879,IL,100/300,1000,1406.52,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,No,0,2,No,44200.0,4420.0,4420.0,35360.0,Jeep,Wrangler,2002,Yes
599031,IN,100/300,500,1558.29,2015-02-16,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,Yes,1,2,Unknown,7700.0,770.0,1540.0,5390.0,Saab,93,2000,No
676255,IN,500/1000,1000,1132.47,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,Unknown,2,3,Unknown,61440.0,10240.0,10240.0,40960.0,Saab,93,2008,No
985446,OH,250/500,2000,1896.91,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,Yes,1,3,No,54400.0,5440.0,10880.0,38080.0,Chevrolet,Silverado,2015,Yes
884180,IL,500/1000,500,1143.46,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,Yes,2,1,Unknown,58560.0,9760.0,9760.0,39040.0,Mercedes,E400,2002,No
571462,IN,500/1000,500,1285.42,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,No,1,1,No,67300.0,6730.0,6730.0,53840.0,Dodge,RAM,2000,Yes
815883,OH,250/500,2000,1305.26,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,Unknown,1,3,Yes,36740.0,3340.0,6680.0,26720.0,BMW,X5,1998,Yes
258265,IL,100/300,1000,1073.83,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,Unknown,0,0,No,85690.0,15580.0,15580.0,54530.0,BMW,3 Series,2011,No
569714,OH,500/1000,1000,1051.67,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,Yes,0,3,No,34160.0,0.0,4270.0,29890.0,Audi,A5,2005,Yes
180008,IL,250/500,1000,1387.35,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,No,2,2,Unknown,61320.0,10220.0,10220.0,40880.0,BMW,M5,1998,No
633375,IL,250/500,500,1083.64,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,Yes,0,0,Unknown,79680.0,13280.0,13280.0,53120.0,BMW,3 Series,2004,No
556538,IL,250/500,1000,1851.78,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,No,1,0,Yes,61740.0,6860.0,6860.0,48020.0,Audi,A3,2002,No
669501,IN,250/500,500,1270.29,2015-02-19,Parked Car,Unknown,Minor Damage,Unknown,VA,Arlington,9988 Rock Ridge,4,1,No,0,0,No,6400.0,640.0,640.0,5120.0,Honda,Civic,2002,No
963761,OH,500/1000,500,1459.99,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,Yes,1,2,Yes,60600.0,12120.0,6060.0,42420.0,Acura,TL,2011,No
753005,IL,100/300,2000,1253.44,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,No,2,0,No,56320.0,10240.0,5120.0,40960.0,Volkswagen,Jetta,2007,No
454758,IN,100/300,1000,1142.48,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,Yes,2,0,No,52250.0,9500.0,4750.0,38000.0,Subaru,Legacy,2012,No
698589,IL,500/1000,1000,1188.45,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,Unknown,0,3,Unknown,53900.0,5390.0,10780.0,37730.0,Saab,95,2006,No
330119,IL,500/1000,1000,1125.4,2015-01-15,Vehicle Theft,Unknown,Trivial Damage,Unknown,WV,Columbus,7785 Lincoln Lane,6,1,Unknown,2,1,No,2640.0,220.0,440.0,1980.0,Jeep,Wrangler,2001,No
164464,OH,250/500,500,1294.41,2015-02-23,Vehicle Theft,Unknown,Minor Damage,Unknown,NC,Arlington,4994 Lincoln Drive,8,1,Yes,0,0,Unknown,8970.0,1380.0,1380.0,6210.0,Dodge,Neon,2011,No
927354,IN,100/300,500,1459.5,2015-02-17,Parked Car,Unknown,Minor Damage,Unknown,NY,Springfield,1298 Maple Hwy,6,1,Unknown,1,3,Unknown,6000.0,1000.0,1000.0,4000.0,Subaru,Impreza,2000,No
231508,IL,100/300,500,1367.99,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,Unknown,0,3,Unknown,55200.0,11040.0,5520.0,38640.0,Saab,92x,1998,Yes
272910,IN,250/500,500,1594.37,2015-01-18,Parked Car,Unknown,Trivial Damage,Unknown,SC,Riverwood,5630 1st Drive,13,1,No,0,3,Yes,7260.0,660.0,1320.0,5280.0,Saab,92x,2008,No
305758,IL,100/300,500,1035.99,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,No,2,0,Unknown,64680.0,11760.0,11760.0,41160.0,Jeep,Wrangler,2010,No
950542,OH,250/500,500,911.53,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,No,0,1,No,59200.0,0.0,11840.0,47360.0,Chevrolet,Malibu,1998,No
291544,OH,500/1000,500,1319.97,2015-01-06,Vehicle Theft,Unknown,Minor Damage,Unknown,NC,Arlington,4460 4th Lane,8,1,Yes,1,3,Unknown,4700.0,470.0,940.0,3290.0,Saab,92x,1998,No
388616,OH,250/500,2000,1391.63,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,Yes,0,3,No,69400.0,6940.0,6940.0,55520.0,Mercedes,C300,2000,No
577992,IN,250/500,500,915.41,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,Yes,0,0,No,40500.0,4050.0,4050.0,32400.0,Nissan,Pathfinder,1998,No
342830,IL,500/1000,1000,1468.82,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,No,2,1,No,60000.0,5000.0,10000.0,45000.0,Honda,Accord,1997,No
491170,IN,500/1000,500,1412.76,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,Yes,2,3,No,67320.0,11220.0,11220.0,44880.0,Volkswagen,Jetta,1996,No
175553,OH,500/1000,500,1588.26,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,Yes,2,1,Yes,75690.0,8410.0,8410.0,58870.0,Saab,95,2014,No
439341,IN,100/300,1000,1140.91,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,No,1,2,Unknown,64300.0,6430.0,6430.0,51440.0,Chevrolet,Silverado,2002,Yes
221186,OH,100/300,1000,1517.54,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,No,2,0,Yes,64400.0,6440.0,6440.0,51520.0,BMW,X5,2011,No
868031,OH,250/500,2000,912.29,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,Unknown,1,2,Unknown,97080.0,16180.0,16180.0,64720.0,Saab,92x,2005,No
844117,OH,250/500,2000,1144.3,2015-02-04,Vehicle Theft,Unknown,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,Yes,1,0,Unknown,5500.0,500.0,500.0,4500.0,Honda,Civic,2010,No
744557,IN,500/1000,1000,1281.43,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,Unknown,0,2,No,30700.0,3070.0,6140.0,21490.0,Jeep,Wrangler,2010,No
159536,IL,100/300,2000,1101.85,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,No,1,2,Yes,33480.0,3720.0,3720.0,26040.0,Nissan,Pathfinder,2012,No
727109,IN,500/1000,2000,1082.1,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,Unknown,0,1,Yes,65430.0,14540.0,7270.0,43620.0,Jeep,Wrangler,2001,No
155604,OH,500/1000,500,1185.44,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,Yes,2,1,Yes,42680.0,3880.0,7760.0,31040.0,Acura,RSX,2006,Yes
608443,IL,500/1000,2000,1175.07,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,Unknown,1,1,No,87780.0,7980.0,7980.0,71820.0,Honda,CRV,2011,No
117862,OH,500/1000,2000,979.26,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,Yes,0,2,Yes,72800.0,14560.0,14560.0,43680.0,Honda,Accord,1998,No
991553,OH,250/500,500,920.81,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,Yes,2,0,Unknown,71190.0,0.0,7910.0,63280.0,Mercedes,C300,1997,Yes
727443,OH,100/300,500,922.85,2015-02-25,Vehicle Theft,Unknown,Trivial Damage,Unknown,NY,Hillsdale,5650 Rock Ave,7,1,Unknown,1,1,Yes,3600.0,400.0,400.0,2800.0,Honda,Civic,1999,No
378587,OH,250/500,2000,1107.59,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,No,1,3,No,62640.0,10440.0,10440.0,41760.0,Mercedes,C300,2009,No
420948,IL,100/300,500,1272.46,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,Yes,2,1,Unknown,69630.0,12660.0,6330.0,50640.0,Toyota,Corolla,1998,No
457188,IL,250/500,1000,1340.24,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,Yes,1,0,Unknown,76010.0,13820.0,6910.0,55280.0,Dodge,RAM,1995,Yes
118236,OH,100/300,1000,1648.0,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,17,1,No,1,0,Yes,44220.0,8040.0,4020.0,32160.0,Acura,MDX,2000,No
987524,IL,250/500,500,1381.14,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,10,3,No,0,3,No,57200.0,5200.0,10400.0,41600.0,BMW,M5,2011,No
490596,IL,500/1000,500,1198.44,2015-01-14,Vehicle Theft,Unknown,Minor Damage,Police,WV,Columbus,4496 Pine Lane,9,1,No,0,3,No,3080.0,560.0,560.0,1960.0,Nissan,Ultima,1998,No
524215,OH,250/500,2000,951.27,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,2,1,Yes,1,0,Yes,75790.0,13780.0,6890.0,55120.0,Acura,RSX,2007,No
913464,IN,500/1000,2000,1341.24,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,No,0,1,No,32670.0,5940.0,2970.0,23760.0,Honda,Accord,2003,No
398484,IL,250/500,2000,1177.57,2015-01-24,Vehicle Theft,Unknown,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,Unknown,2,3,No,3870.0,430.0,860.0,2580.0,Jeep,Wrangler,2010,No
752504,IN,250/500,1000,1055.09,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,12,1,Unknown,0,3,Yes,91520.0,8320.0,16640.0,66560.0,BMW,X6,2005,Yes
449263,IL,250/500,500,1479.48,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,15,1,Yes,1,3,Yes,74690.0,6790.0,13580.0,54320.0,Dodge,RAM,2008,Yes
844007,IN,500/1000,2000,1827.38,2015-01-15,Vehicle Theft,Unknown,Trivial Damage,Police,VA,Springfield,6068 2nd St,9,1,Yes,1,3,Unknown,4620.0,420.0,840.0,3360.0,Audi,A5,1998,No
686522,IN,100/300,500,1169.62,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,7937 Weaver Ridge,6,1,Yes,0,0,No,55000.0,10000.0,10000.0,35000.0,Toyota,Camry,2008,Yes
670142,IN,100/300,500,1516.34,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,2823 Weaver Lane,11,4,Yes,0,2,No,59400.0,13200.0,6600.0,39600.0,Saab,93,1996,Yes
607687,OH,500/1000,2000,1270.21,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,1809 Sky St,13,3,No,1,1,Unknown,55260.0,6140.0,0.0,49120.0,Nissan,Ultima,2000,No
967713,IL,250/500,500,809.11,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,Unknown,2,1,Yes,51400.0,5140.0,10280.0,35980.0,Honda,Civic,1996,No
291902,IL,500/1000,1000,1115.81,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2697 Oak Drive,20,3,Yes,1,3,Unknown,48780.0,5420.0,10840.0,32520.0,Dodge,Neon,2008,No
149839,OH,100/300,1000,1457.65,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,1110 4th Drive,0,3,No,1,3,Unknown,52380.0,5820.0,5820.0,40740.0,Toyota,Highlander,2010,No
840225,OH,100/300,1000,1041.36,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,7535 5th Lane,18,4,Unknown,2,3,Yes,74360.0,13520.0,13520.0,47320.0,Toyota,Highlander,2005,Yes
643226,OH,250/500,1000,1693.83,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9043 Maple Hwy,6,1,Unknown,1,0,Unknown,53400.0,5340.0,5340.0,42720.0,Honda,CRV,2003,No
535879,IN,100/300,1000,1685.69,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,3777 Maple Ave,23,1,Unknown,2,2,Yes,71800.0,14360.0,14360.0,43080.0,Jeep,Grand Cherokee,1995,No
746630,IN,250/500,500,1054.92,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,5608 Solo St,4,1,Unknown,0,0,Unknown,68240.0,8530.0,0.0,59710.0,Toyota,Corolla,2013,Yes
598308,IN,250/500,2000,1333.97,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,6981 Weaver St,21,3,Unknown,1,0,Unknown,61050.0,11100.0,11100.0,38850.0,Dodge,RAM,2011,Yes
720356,OH,100/300,1000,1013.61,2015-01-03,Parked Car,Unknown,Minor Damage,Unknown,NY,Springfield,4369 Maple Lane,7,1,Unknown,1,1,Yes,5590.0,860.0,860.0,3870.0,Subaru,Impreza,2002,No
724752,IL,500/1000,500,958.3,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,6931 Elm St,19,3,Unknown,0,0,Unknown,46860.0,8520.0,8520.0,29820.0,Volkswagen,Passat,1998,No
148498,IN,250/500,2000,1112.04,2015-01-13,Parked Car,Unknown,Minor Damage,Unknown,SC,Arlington,7583 Washington Ave,5,1,No,1,3,No,4290.0,780.0,780.0,2730.0,Volkswagen,Passat,1998,No
110122,IN,250/500,2000,1206.26,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,7552 3rd St,22,3,Yes,0,0,No,78500.0,15700.0,7850.0,54950.0,Audi,A3,2015,No
281388,IL,500/1000,1000,763.67,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1654 Pine St,12,1,Yes,1,3,Yes,70830.0,7870.0,7870.0,55090.0,Jeep,Grand Cherokee,2005,No
728600,IL,250/500,500,1042.56,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,6058 Andromedia Hwy,19,3,No,0,2,No,68040.0,15120.0,7560.0,45360.0,Subaru,Forrestor,1997,No
231548,IL,100/300,2000,1263.48,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,6536 MLK Hwy,10,1,Unknown,2,0,Unknown,63600.0,5300.0,10600.0,47700.0,Audi,A5,1997,Yes
531160,IL,250/500,500,1006.99,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,8198 Embaracadero Lane,7,1,No,0,3,Unknown,43560.0,4840.0,4840.0,33880.0,Subaru,Legacy,2015,No
889003,OH,250/500,1000,1328.26,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,3447 Solo Ave,17,1,No,1,1,No,60840.0,13520.0,6760.0,40560.0,Subaru,Forrestor,2011,No
193213,OH,100/300,1000,1250.08,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,1806 Weaver Ridge,0,3,Unknown,2,3,Yes,68160.0,11360.0,11360.0,45440.0,Ford,Escape,2010,No
557218,IL,500/1000,500,982.7,2015-01-13,Parked Car,Unknown,Minor Damage,Unknown,SC,Arlington,7930 Texas Ave,9,1,No,1,0,No,5170.0,940.0,470.0,3760.0,Toyota,Camry,2001,No
125591,IN,500/1000,1000,1412.06,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,7082 Oak Ridge,21,1,Unknown,0,3,Unknown,57700.0,5770.0,5770.0,46160.0,Nissan,Maxima,2000,No
227244,IN,500/1000,2000,1066.7,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,6357 Texas Lane,22,3,No,0,2,No,89520.0,14920.0,14920.0,59680.0,Audi,A3,2014,No
791425,IN,250/500,2000,1585.54,2015-02-26,Vehicle Theft,Unknown,Minor Damage,Unknown,WV,Hillsdale,9322 Rock Hwy,3,1,No,1,0,Yes,4620.0,420.0,840.0,3360.0,Volkswagen,Jetta,2012,No
354455,IN,250/500,1000,1416.08,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,6684 Solo Lane,16,1,Yes,0,3,Unknown,45180.0,5020.0,5020.0,35140.0,Honda,CRV,2004,No
601042,OH,250/500,500,1246.03,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4885 Oak Lane,14,1,Yes,0,0,No,45100.0,9020.0,4510.0,31570.0,Nissan,Maxima,2013,No
433663,IN,500/1000,2000,1356.64,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,21,3,Yes,0,3,Yes,83160.0,15120.0,15120.0,52920.0,Toyota,Camry,2003,No
471938,IL,100/300,2000,1387.7,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,3915 Embaracadero St,19,1,No,2,1,No,86130.0,15660.0,15660.0,54810.0,Chevrolet,Silverado,1995,No
564654,OH,100/300,1000,1004.14,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,4242 Rock Lane,13,3,No,1,3,No,48000.0,9600.0,4800.0,33600.0,Dodge,RAM,1995,No
645723,OH,500/1000,500,1107.07,2015-02-04,Vehicle Theft,Unknown,Minor Damage,Police,VA,Hillsdale,7405 Oak St,21,1,No,0,0,Yes,3300.0,600.0,600.0,2100.0,Saab,92x,2008,No
573572,IL,100/300,500,1429.96,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,9633 4th St,11,3,No,1,2,Yes,57200.0,11440.0,5720.0,40040.0,Toyota,Camry,2005,No
437960,IN,250/500,1000,1074.99,2015-01-02,Vehicle Theft,Unknown,Trivial Damage,Police,VA,Columbus,3492 Britain St,16,1,Unknown,2,0,Unknown,7590.0,1380.0,690.0,5520.0,Acura,MDX,2012,No
649800,OH,500/1000,1000,1007.0,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,7973 4th St,9,1,No,0,2,Unknown,80080.0,12320.0,12320.0,55440.0,Chevrolet,Silverado,2013,No
544225,OH,100/300,500,1052.85,2015-02-09,Vehicle Theft,Unknown,Minor Damage,Police,WV,Riverwood,3952 Andromedia Lane,8,1,No,0,0,Yes,4800.0,960.0,480.0,3360.0,BMW,3 Series,2006,No
390256,IN,500/1000,1000,1200.33,2015-02-06,Vehicle Theft,Unknown,Minor Damage,Police,WV,Springfield,6702 Andromedia St,7,1,Unknown,2,1,Yes,3900.0,390.0,780.0,2730.0,Volkswagen,Jetta,2008,Yes
488597,IL,100/300,1000,1343.0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,5455 Oak Hwy,12,1,Unknown,0,0,No,90400.0,9040.0,9040.0,72320.0,BMW,3 Series,1995,No
133889,OH,250/500,2000,1441.6,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,2253 Maple Ave,21,3,Yes,0,0,Unknown,62900.0,6290.0,12580.0,44030.0,Jeep,Grand Cherokee,1998,No
931901,OH,100/300,1000,1433.42,2015-01-22,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,7897 Lincoln St,4,1,Yes,1,2,No,54200.0,5420.0,10840.0,37940.0,Nissan,Ultima,2014,Yes
769475,OH,500/1000,2000,1368.57,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,8811 Maple Hwy,18,3,No,2,2,Yes,51800.0,5180.0,10360.0,36260.0,Acura,MDX,2003,No
844062,OH,250/500,500,862.19,2015-02-23,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Northbend,8167 Apache Ave,7,1,Unknown,2,3,Unknown,6600.0,600.0,1200.0,4800.0,Acura,MDX,2012,No
844129,OH,250/500,500,871.46,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,5475 Rock Lane,13,1,Yes,2,0,Yes,74140.0,13480.0,6740.0,53920.0,Ford,Escape,2007,No
732169,OH,500/1000,500,1863.04,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,8215 Flute Drive,0,1,No,2,1,Unknown,67800.0,13560.0,6780.0,47460.0,Mercedes,C300,1995,No
221854,OH,250/500,2000,1181.64,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,1320 Flute Lane,22,1,Unknown,1,1,Yes,55400.0,5540.0,11080.0,38780.0,Jeep,Grand Cherokee,2002,Yes
776950,IL,500/1000,1000,1060.74,2015-01-09,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,1229 5th Ave,15,1,Yes,2,3,Unknown,49100.0,9820.0,4910.0,34370.0,Subaru,Impreza,1996,Yes
291006,IN,100/300,500,951.56,2015-02-08,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3884 Pine Lane,3,3,No,2,1,Unknown,98280.0,15120.0,7560.0,75600.0,Chevrolet,Tahoe,2007,Yes
845751,IN,100/300,500,1533.71,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,7108 Tree St,18,2,Yes,0,2,Unknown,66550.0,6050.0,12100.0,48400.0,Ford,Escape,2008,No
889764,OH,500/1000,1000,1200.09,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,8014 Embaracadero Drive,17,3,Unknown,2,2,Unknown,70400.0,14080.0,7040.0,49280.0,Acura,RSX,2002,No
929306,IN,100/300,500,1093.83,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,4937 Flute Drive,18,3,Unknown,1,1,No,53280.0,4440.0,8880.0,39960.0,Subaru,Impreza,2015,Yes
515457,IN,250/500,1000,988.93,2015-01-23,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,2889 Francis St,11,1,Unknown,2,3,Yes,84590.0,15380.0,15380.0,53830.0,Dodge,Neon,1999,No
556270,IN,500/1000,1000,1331.94,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,7504 Flute Drive,17,1,No,0,2,Yes,54560.0,9920.0,9920.0,34720.0,Saab,95,2004,No
908935,IL,500/1000,1000,1361.45,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,7570 Cherokee Drive,12,1,Yes,0,2,Yes,82170.0,7470.0,7470.0,67230.0,Subaru,Forrestor,1999,No
525862,OH,250/500,2000,1188.51,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,4710 Lincoln Hwy,15,3,Unknown,1,2,No,61100.0,6110.0,12220.0,42770.0,Dodge,Neon,2008,No
490514,IN,500/1000,2000,1101.83,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,7511 1st Ave,0,3,Unknown,0,3,Yes,51900.0,5190.0,10380.0,36330.0,BMW,M5,2011,Yes
